data,mes,om,anv,etapa,origem,destino,lat_origem,long_origem,lat_dest,long_dest,HORA_DEP,HORA_ARR,TEMPO_DE_VOO,SEGMTO,POUSOS,REAL,CAPOTA,LOCAL_1,QTD_1,LOCAL_2,QTD_2,1P,2P,NV,MC1,MC2,MC3,LM1,LM2,LM3,LM4,LM5,COM,MISSAO,D_N,OFRAG,ORGAO,PROGRAMA,SUBPROG,APLICACAO,COMB,OLEO,PAX_EMBARQ,PAX_DESEMB,PAX_LANCADO,CARGA_EMBARQ,CARGA_DESEMB,CARGA_LANCADA
27/mar.,MAR.,134,2800,1,SBMN,SBTT,-3.130,-59.98,-4.250,-4.250,13:10,15:55,02:45,1,1,02:30,,SBTT,1,,,BRA,JOE,,DNL,,,RBS,MTO,,,,,41TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,2087,0,0,0,0,0,0,0
27/mar.,MAR.,134,2800,2,SBTT,SWEE,-4.250,-69.93,-4.524,-4.524,16:35,17:10,00:35,2,1,,,,,,,JOE,BRA,,DNL,,,RBS,MTO,,,,,41TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,625,0,0,0,0,0,0,0
27/mar.,MAR.,134,2800,3,SWEE,ROTA,-4.524,-71.56,0.0,0.0,20:50,22:00,01:10,3,0,01:10,,,,,,BRA,JOE,,DNL,,,RBS,MTO,,,,,41TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,,,,,,,,
27/mar.,MAR.,134,2800,3,ROTA,SBMN,0.0,0.0,-3.130,-3.130,22:00,24:00,02:00,4,1,01:50,,SBMN,1,,,BRA,JOE,,DNL,,,RBS,MTO,,,,,41TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,2575,0,5,5,0,0,0,0
28/mar.,MAR.,122,2802,14,SBBV,SWBV,2.840,-60.68,4.004,4.004,16:25,17:40,01:15,1,1,,,,,,,ASS,JAI,,RUD,,,MAI,MMA,,,,,01TMDI,DIURNO,,V2,,,,1000,1,2,2,0,2,2,0
28/mar.,MAR.,122,2802,15,SWBV,SWBV,4.004,-64.50,4.004,4.004,18:15,18:40,00:25,2,2,,,,,,,GRF,JAI,,RUD,,,MAI,MMA,,,,,01TMDI,DIURNO,,V2,,,,350,0,0,0,0,0,0,0
28/mar.,MAR.,122,2802,16,SWBV,SWBV,4.004,-64.50,4.004,4.004,18:45,18:50,00:05,3,1,,,,,,,ASU,JAI,,RUD,,,MAI,MMA,,,,,01TMDI,DIURNO,,V2,,,,150,0,0,0,0,0,0,0
28/mar.,MAR.,122,2802,17,SWBV,SWBV,4.004,-64.50,4.004,4.004,19:10,19:20,00:10,4,1,,,,,,,ASU,JAI,,RUD,,,MAI,MMA,,,,,01TMDI,DIURNO,,V2,,,,150,0,0,0,0,0,0,0
28/mar.,MAR.,122,2802,18,SWBV,SBBV,4.004,-64.50,2.840,2.840,19:50,21:05,01:15,5,1,01:05,,SBBV,1,,,ASS,JAI,,RUD,,,MAI,MMA,,,,,01TMDI,DIURNO,,V2,,,,1000,0,1,1,0,0,0,0
28/mar.,MAR.,131,2803,1,SBMN,SBTT,-3.130,-59.98,-4.250,-4.250,12:50,15:30,02:40,1,1,02:30,,,,,,CSI,PBO,,GAV,,,BOR,EVA,RBS,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2320,4,2,2,0,4239,39,0
28/mar.,MAR.,131,2803,2,SBTT,SWEE,-4.250,-69.93,-4.524,-4.524,16:20,16:50,00:30,2,1,,,,,,,CSI,PBO,,GAV,,,BOR,EVA,RBS,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,615,0,0,0,0,0,4200,0
28/mar.,MAR.,131,2803,3,SWEE,SBTT,-4.524,-71.56,-4.250,-4.250,18:15,18:50,00:35,3,1,,,,,,,PBO,CSI,,GAV,,,BOR,EVA,RBS,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,615,0,3,2,0,1004,0,0
28/mar.,MAR.,131,2803,4,SBTT,SBMN,-4.250,-69.93,-3.130,-3.130,19:30,22:30,03:00,4,1,02:50,,SBMN,1,,,PBO,CSI,,GAV,,,BOR,EVA,RBS,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2625,0,2,3,0,0,1004,0
28/mar.,MAR.,135,2800,1,SBMN,SNRH,-3.130,-59.98,-7.444,-7.444,14:05,17:05,03:00,1,1,02:50,,SNRH,1,,,BEZ,MLO,,LUI,,,REG,ARA,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,2500,4,0,0,0,2676,2676,0
28/mar.,MAR.,135,2800,2,SNRH,SBTF,-7.444,-70.02,-3.380,-3.380,19:10,21:20,02:10,2,1,02:00,,SBTF,1,,,MLO,BEZ,,LUI,,,REG,ARA,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,2100,1,0,0,0,3930,0,0
28/mar.,MAR.,135,2800,3,SBTF,ROTA,-3.380,-64.73,0.0,0.0,21:50,22:00,00:10,3,0,,,,,,,MLO,BEZ,,LUI,,,REG,ARA,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,,,,,,,,
28/mar.,MAR.,135,2800,3,ROTA,SBMN,0.0,0.0,-3.130,-3.130,22:00,23:30,01:30,4,1,01:30,,SBMN,1,,,MLO,BEZ,,LUI,,,REG,ARA,,,,,69TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,1875,0,0,0,0,0,3930,0
29/mar.,MAR.,136,2803,1,SBMN,SBRB,-3.130,-59.98,-9.870,-9.870,02:20,05:15,02:55,1,1,02:45,,SBRB,1,,,MDO,CAI,,DNL,,,VAN,MCI,,,,,41TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,2275,0,0,0,0,0,0,0
29/mar.,MAR.,136,2803,2,SBRB,ROTA,-9.870,-67.90,0.0,0.0,07:15,10:05,02:50,2,0,02:50,,,,,,CAI,MDO,,DNL,,,VAN,MCI,,,,,41TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,,,,,,,,
29/mar.,MAR.,136,2803,2,ROTA,SBMN,0.0,0.0,-3.130,-3.130,10:05,10:20,00:15,3,1,00:05,,SBMN,1,,,CAI,MDO,,DNL,,,VAN,MCI,,,,,41TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,2593,0,3,3,0,0,0,0
29/mar.,MAR.,122,2802,19,SBBV,SBMN,2.840,-60.68,-3.130,-3.130,14:20,16:05,01:45,1,1,01:35,,SBMN,1,,,ELM,MPL,,WEL,,,MAI,MMA,ROM,,,,69TVDI,DIURNO,,COMPREP,PRPO,SPREP,PME C-105,1350,0,3,3,0,0,0,0
29/mar.,MAR.,139,2800,1,SBMN,SBTF,-3.130,-59.98,-3.380,-3.380,11:10,12:40,01:30,1,1,01:20,,SBTF,1,,,CSI,ABQ,,ROB,,,BLE,FAB,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VERDE BRASIL,1240,0,22,0,0,0,0,0
29/mar.,MAR.,139,2800,2,SBTF,SBTT,-3.380,-64.73,-4.250,-4.250,13:15,14:40,01:25,2,1,01:15,,SBTT,1,,,CSI,ABQ,,ROB,,,BLE,FAB,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VERDE BRASIL,1225,0,3,10,0,0,0,0
29/mar.,MAR.,139,2800,3,SBTT,SWEE,-4.250,-69.93,-4.524,-4.524,15:30,16:05,00:35,3,1,,,,,,,CSI,ABQ,,ROB,,,BLE,FAB,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VERDE BRASIL,665,0,11,0,0,130,0,0
29/mar.,MAR.,139,2800,4,SWEE,SWJV,-4.524,-71.56,-5.132,-5.132,19:25,19:55,00:30,4,1,,,,,,,CSI,ABQ,,ROB,,,BLE,FAB,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VERDE BRASIL,505,0,0,0,0,0,130,0
29/mar.,MAR.,139,2800,5,SWJV,ROTA,-5.132,-72.81,0.0,0.0,22:00,22:45,00:45,5,0,,,,,,,CSI,ABQ,,ROB,,,BLE,FAB,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VERDE BRASIL,,,1,,,,,
29/mar.,MAR.,139,2800,5,ROTA,SBTT,0.0,0.0,-4.250,-4.250,22:45,23:00,00:15,6,1,00:15,,SBTT,1,,,CSI,ABQ,,ROB,,,BLE,FAB,,,,,69TV300,NOTURNO,,COMAE,PAOE,SPAOE,VERDE BRASIL,875,0,,27,0,0,0,0
29/mar.,MAR.,137,2803,1,SBMN,ROTA,-3.130,-59.98,0.0,0.0,23:20,24:00,00:40,1,0,,,,,,,MQT,RAV,,LUI,,,BOR,,,,,,04TINO,NOTURNO,,COMPREP,PRPO,SESQAE,,750,0,0,0,0,0,0,0
30/mar.,MAR.,137,2803,2,ROTA,SBMN,0.0,0.0,-3.130,-3.130,00:00,00:40,00:40,1,7,,,,,,,MQT,RAV,,LUI,,,BOR,,,,,,04TINO,NOTURNO,,COMPREP,PRPO,SESQAE,,750,0,0,0,0,0,0,0
30/mar.,MAR.,139,2800,6,SBTT,SBTF,-4.250,-69.93,-3.380,-3.380,13:10,14:50,01:40,1,1,01:30,,SBTF,1,,,ABQ,CSI,,ROB,,,BLE,FAB,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VERDE BRASIL,1450,0,24,3,0,0,0,0
30/mar.,MAR.,139,2800,7,SBTF,SBMN,-3.380,-64.73,-3.130,-3.130,15:15,16:45,01:30,2,1,01:20,,SBMN,1,,,ABQ,CSI,,ROB,,,BLE,FAB,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,VERDE BRASIL,1310,0,0,21,0,0,0,0
30/mar.,MAR.,138,2803,1,SBMN,SBMY,-3.130,-59.98,-5.820,-5.820,12:55,13:55,01:00,1,1,00:50,,,,,,RAV,ADR,,RCO,,,REG,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,875,0,1,1,0,4790,4790,0
30/mar.,MAR.,138,2803,2,SBMY,SBMN,-5.820,-61.29,-3.130,-3.130,15:00,16:20,01:20,2,1,01:15,,SBMN,2,,,ADR,RAV,,RCO,,,REG,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,1125,0,1,1,0,1375,1375,0
30/mar.,MAR.,122,2809,20,SBMN,SBBV,-3.130,-59.98,2.840,2.840,12:05,13:55,01:50,1,1,01:40,,SBBV,1,,,MPL,ELM,,RUD,,,MAI,MMA,ROM,,,,69TVDI,DIURNO,,COMAE,PRPO,SPREP,PME C-105,1500,3,4,4,0,0,0,0
30/mar.,MAR.,122,2809,21,SBBV,SBBV,2.840,-60.68,2.840,2.840,15:10,16:00,00:50,2,4,,00:25,SBBV,2,,,HON,ELM,,RUD,,,MMA,,,,,,01TMDI,DIURNO,,COMPREP,PRPO,SESQAE,,900,0,0,0,0,0,0,0
30/mar.,MAR.,122,2809,22,SBBV,SWBV,2.840,-60.68,4.004,4.004,17:15,18:30,01:15,3,1,,,,,,,ASS,JAI,,RUD,,,MAI,MMA,,,,,01TMDI,DIURNO,,V2,,,,1000,0,4,4,0,0,0,0
30/mar.,MAR.,122,2809,23,SWBV,SBBV,4.004,-64.50,2.840,2.840,19:20,20:35,01:15,4,1,01:00,,SBBV,1,,,JAI,ASS,,RUD,,,MAI,MMA,,,,,01TMDI,DIURNO,,V2,,,,960,0,3,3,0,580,580,0
30/mar.,MAR.,122,2809,24,SBBV,SBBV,2.840,-60.68,2.840,2.840,21:55,22:10,00:15,5,1,,,,,,,MAT,MPL,,WEL,,,ROM,,,,,,01TMDI,DIURNO,,COMPREP,PRPO,SESQAE,,290,0,0,0,0,0,0,0
31/mar.,MAR.,132,2800,1,SBMN,SBUA,-3.130,-59.98,-0.130,-0.130,13:10,15:20,02:10,1,1,02:00,,SBUA,1,,,CSI,CAI,,LUI,,,REG,MTO,,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,1850,0,7,1,0,3815,2015,0
31/mar.,MAR.,132,2800,2,SBUA,SBYA,-0.130,-66.98,0.610,0.610,16:40,17:30,00:50,2,1,,,,,,,CSI,CAI,,LUI,,,REG,MTO,,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,750,0,5,11,0,507,2307,0
31/mar.,MAR.,132,2800,3,SBYA,SBUA,0.610,-69.20,-0.130,-0.130,18:10,19:00,00:50,3,1,,,,,,,CAI,CSI,,LUI,,,REG,MTO,,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,750,0,0,0,0,76,20,0
31/mar.,MAR.,132,2800,4,SBUA,SBMN,-0.130,-66.98,-3.130,-3.130,20:20,22:35,02:15,4,1,02:05,,SBMN,1,,,CAI,CSI,,LUI,,,REG,MTO,,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,1850,0,2,2,0,850,906,0
31/mar.,MAR.,140,2803,1,SBMN,SBLS,-3.130,-59.98,-19.650,-19.650,13:35,19:55,06:20,1,1,06:10,,SBLS,1,,,PAI,BEZ,,DNL,,,BLE,VAN,,,,,41TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,5000,2,0,0,0,200,0,0
31/mar.,MAR.,140,2803,2,SBLS,SBGL,-19.650,-43.90,-22.800,-22.800,22:20,23:20,01:00,1,1,00:50,,SBGL,1,,,PAI,BEZ,,DNL,,,BLE,VAN,,,,,41TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,925,0,2,2,0,0,200,0
31/mar.,MAR.,122,2809,25,SBBV,SBBV,2.840,-60.68,2.840,2.840,12:00,13:10,01:10,1,5,,,,,,,MAT,JAI,,WEL,,,MMA,,,,,,01TMDI,DIURNO,,COMPREP,PRPO,SESQAE,,1060,0,0,0,0,0,0,0
31/mar.,MAR.,122,2809,26,SBBV,SBBV,2.840,-60.68,2.840,2.840,14:20,15:25,01:05,2,5,,,,,,,LSA,JAI,,WEL,,,MMA,,,,,,01TMDI,DIURNO,,COMPREP,PRPO,SESQAE,,1000,0,0,0,0,0,0,0
31/mar.,MAR.,122,2809,27,SBBV,SWUQ,2.840,-60.68,2.836,2.836,17:10,19:15,02:05,3,9,,,,,,,MPL,ELM,,WEL,,,MAI,MMA,,,,,01TMDI,DIURNO,,COMPREP,PRPO,SPREP,PME C-105,1950,0,0,0,0,0,0,0
31/mar.,MAR.,122,2809,28,SWUQ,SWUQ,2.836,-63.65,2.836,2.836,19:25,19:50,00:25,4,3,,,,,,,JAI,ELM,,WEL,,,MAI,MMA,,,,,01TMDI,DIURNO,,COMPREP,PRPO,SPREP,PME C-105,430,0,0,0,0,0,0,0
31/mar.,MAR.,122,2809,29,SWUQ,SBBV,2.836,-63.65,2.840,2.840,20:50,21:40,00:50,5,1,,,,,,,JAI,ELM,,WEL,,,MAI,MMA,,,,,01TMDI,DIURNO,,COMPREP,PRPO,SPREP,PME C-105,800,0,0,0,0,0,0,0
31/mar.,MAR.,122,2809,30,SBBV,SBBV,2.840,-60.68,2.840,2.840,22:50,23:55,01:05,6,4,00:30,,SBBV,2,,,HON,MPL,,RUD,,,ROM,,,,,,01TMNO,NOTURNO,,COMPREP,PRPO,SESQAE,,900,0,0,0,0,0,0,0
01/abr.,ABR.,114,2800,1,SBMN,SBMN,-3.130,-59.98,-3.130,-3.130,00:00,01:30,01:30,1,8,,,SBMN,1,,,SAL,RAV,,GAV,,,ARA,,,,,,04TVNO,NOTURNO,,COMPREP,PRPO,SESQAE,,1250,0,0,0,0,0,0,0
01/abr.,ABR.,122,2809,31,SBBV,SBBV,2.840,-60.68,2.840,2.840,00:45,01:35,00:50,1,4,00:20,,SBBV,2,,,MAT,ASS,,RUD,,,ROM,,,,,,01TMNO,NOTURNO,,COMPREP,PRPO,SESQAE,,900,0,0,0,0,0,0,0
01/abr.,ABR.,122,2809,32,SBBV,SBBV,2.840,-60.68,2.840,2.840,02:10,03:00,00:50,2,4,00:20,,SBBV,2,,,LSA,ASS,,RUD,,,ROM,,,,,,01TMNO,NOTURNO,,COMPREP,PRPO,SESQAE,,900,0,0,0,0,0,0,0
01/abr.,ABR.,122,2809,33,SBBV,SBMN,2.840,-60.68,-3.130,-3.130,14:10,16:00,01:50,3,1,01:40,,SBMN,1,,,HON,MPL,,RUD,,,MAI,MMA,,,,,69TVDI,DIURNO,,COMPREP,PRPO,SPREP,PME C-105,1350,0,9,9,0,638,638,0
01/abr.,ABR.,133,2800,1,SBMN,SWKO,-3.130,-59.98,-4.131,-4.131,13:15,14:20,01:05,1,1,,,,,,,DMD,GBR,,RCO,PTO,,BOR,LUS,MCI,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,1050,3,1,1,0,2230,2230,0
01/abr.,ABR.,133,2800,2,SWKO,SBBE,-4.131,-63.14,-1.400,-1.400,15:45,20:05,04:20,2,1,,,SBBE,1,,,DMD,GBR,,RCO,PTO,,BOR,LUS,MCI,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,3475,0,1,1,0,1920,1920,0
01/abr.,ABR.,140,2803,3,SBGL,SBCG,-22.800,-43.25,-20.470,-20.470,14:05,17:30,03:25,1,1,03:15,,SBCG,1,,,BEZ,PAI,,DNL,,,BLE,VAN,,,,,41TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,2750,0,0,0,0,348,68,0
01/abr.,ABR.,140,2803,4,SBCG,ROTA,-20.470,-54.67,0.0,0.0,21:30,22:00,00:30,2,0,00:30,,,,,,BEZ,PAI,,DNL,,,BLE,VAN,,,,,41TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,,,3,,,,,
01/abr.,ABR.,140,2803,4,ROTA,SBGR,0.0,0.0,-23.440,-23.440,22:00,23:45,01:45,3,1,01:35,,SBGR,1,,,BEZ,PAI,,DNL,,,BLE,VAN,,,,,41TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,1805,2,0,3,0,0,0,0
02/abr.,ABR.,140,2803,5,SBGR,SBMN,-23.440,-46.47,-3.130,-3.130,12:15,18:55,06:40,1,1,06:30,,SBMN,1,,,PAI,BEZ,,DNL,,,BLE,VAN,,,,,41TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,5100,0,0,0,0,0,280,0
02/abr.,ABR.,141,2809,1,SBMN,SWEE,-3.130,-59.98,-4.524,-4.524,12:50,16:10,03:20,1,1,03:10,,,,,,JAI,MDI,,GAV,,,REG,RBS,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2795,0,0,0,0,3991,3991,0
02/abr.,ABR.,141,2809,2,SWEE,SBTT,-4.524,-71.56,-4.250,-4.250,17:30,18:05,00:35,2,1,00:15,,SBTT,1,,,MDI,JAI,,GAV,,,REG,RBS,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,575,0,0,0,0,62,62,0
02/abr.,ABR.,141,2809,3,SBTT,SBMN,-4.250,-69.93,-3.130,-3.130,18:50,21:45,02:55,3,1,02:45,,SBMN,1,,,MDI,JAI,,GAV,,,REG,RBS,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2625,0,1,1,0,0,0,0
02/abr.,ABR.,133,2800,3,SBBE,SBMN,-1.400,-48.45,-3.130,-3.130,18:00,21:25,03:25,1,1,03:10,,SBMN,1,,,GBR,DMD,,RCO,PTO,,BOR,LUS,MCI,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,2600,0,0,0,0,1458,1458,0
05/abr.,ABR.,143,2802,1,SBMN,SBBE,-3.130,-59.98,-1.400,-1.400,02:25,06:00,03:35,1,1,02:35,,SBBE,1,,,DMD,MQT,,ROB,,,ROM,MAR,,,,,69TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,2840,0,2,2,0,0,0,0
05/abr.,ABR.,143,2802,2,SBBE,SBMQ,-1.400,-48.45,-0.050,-0.050,07:40,08:55,01:15,2,1,01:15,,SBMQ,1,,,DMD,MQT,,ROB,,,ROM,MAR,,,,,69TV300,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,1150,0,0,0,0,3780,3780,0
05/abr.,ABR.,143,2802,3,SBMQ,SBBE,-0.050,-51.11,-1.400,-1.400,10:15,11:15,01:00,3,1,00:50,,SBBE,1,,,DMD,MQT,,ROB,,,ROM,MAR,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,950,0,0,0,0,0,0,0
05/abr.,ABR.,143,2802,4,SBBE,SBMQ,-1.400,-48.45,-0.050,-0.050,12:30,13:25,00:55,4,1,00:45,,SBMQ,1,,,DMD,MQT,,ROB,,,ROM,MAR,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,940,0,0,0,0,4030,4030,0
05/abr.,ABR.,144,2809,1,SBMN,SBBV,-3.130,-59.98,2.840,2.840,16:00,17:45,01:45,1,1,,,,,,,JOE,ELM,,WEL,,,BLE,MMA,,,,,69TV300,DIURNO,,COMPREP,PRPO,SPREP,PME C-98,1515,0,41,41,0,264,264,0
05/abr.,ABR.,145,2800,1,SBMN,SBLS,-3.130,-59.98,-19.650,-19.650,11:30,17:45,06:15,1,1,06:05,,SBLS,1,,,PAI,MPL,,GAV,,,STE,MTO,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,5000,2,0,0,0,0,0,0
05/abr.,ABR.,145,2800,2,SBLS,SBGL,-19.650,-43.90,-22.800,-22.800,19:30,20:35,01:05,2,1,01:00,,SBGL,1,,,PAI,MPL,,GAV,,,STE,MTO,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,900,0,2,2,0,0,0,0
06/abr.,ABR.,143,2802,5,SBMQ,SBBE,-0.050,-51.11,-1.400,-1.400,14:40,15:40,01:00,1,1,00:50,,SBBE,1,,,MQT,DMD,,ROB,,,MAR,ROM,,,,,69TV300,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,1075,0,0,0,0,0,0,0
06/abr.,ABR.,146,2802,6,SBBE,SBMN,-1.400,-48.45,-3.130,-3.130,18:05,21:20,03:15,2,1,03:05,,SBMN,1,,,MQT,DMD,,ROB,,,MAR,ROM,,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,2750,0,34,34,0,477,477,0
06/abr.,ABR.,144,2809,2,SBBV,SBMN,2.840,-60.68,-3.130,-3.130,18:30,20:20,01:50,1,1,,,,,,,ELM,JOE,,WEL,,,BLE,MMA,,,,,69TV300,DIURNO,,COMPREP,PRPO,SPREP,PME C-98,1600,0,1,1,0,5,5,0
06/abr.,ABR.,145,2800,3,SBGL,SBAA,-22.800,-43.25,-8.260,-8.260,16:35,21:05,04:30,1,1,04:20,,,,,,MPL,PAI,,GAV,,,STE,MTO,,,,,41TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,3470,2,0,0,0,160,0,0
06/abr.,ABR.,145,2800,4,SBAA,ROTA,-8.260,-49.26,0.0,0.0,21:30,21:40,00:10,2,0,,,,,,,MPL,PAI,,GAV,,,STE,MTO,,,,,41TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,,,2,,,,,
06/abr.,ABR.,145,2800,4,ROTA,SBBE,0.0,0.0,-1.400,-1.400,21:40,23:30,01:50,3,1,01:50,,SBBE,1,,,MPL,PAI,,GAV,,,STE,MTO,,,,,41TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,1500,0,0,2,0,0,0,0
07/abr.,ABR.,145,2800,5,SBBE,SBMN,-1.400,-48.45,-3.130,-3.130,12:05,15:10,03:05,1,1,03:00,,SBMN,1,,,PAI,MPL,,GAV,,,STE,MTO,,,,,41TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,2500,3,0,0,0,0,160,0
07/abr.,ABR.,142,2809,1,SBMN,SBUA,-3.130,-59.98,-0.130,-0.130,12:20,14:35,02:15,1,1,02:00,,SBUA,1,,,LAU,RAV,,RUD,,,RBS,FAB,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VERDE BRASIL,1750,0,18,18,0,3670,3670,0
07/abr.,ABR.,142,2809,2,SBUA,SBMN,-0.130,-66.98,-3.130,-3.130,16:15,18:30,02:15,2,1,02:05,,,,,,RAV,LAU,,RUD,,,RBS,FAB,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,VERDE BRASIL,1750,0,1,1,0,15,15,0
07/abr.,ABR.,147,2802,1,SBMN,SBTT,-3.130,-59.98,-4.250,-4.250,12:30,15:10,02:40,1,1,02:30,,SBTT,1,,,SAL,JAI,,LUI,,,BLE,BGN,ARA,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,2280,4,39,1,0,729,62,0
07/abr.,ABR.,147,2802,2,SBTT,SWEE,-4.250,-69.93,-4.524,-4.524,16:00,16:40,00:40,2,1,,,,,,,JAI,SAL,,LUI,,,BLE,BGN,ARA,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,680,0,0,38,0,25,692,0
07/abr.,ABR.,147,2802,3,SWEE,SBTT,-4.524,-71.56,-4.250,-4.250,17:20,18:00,00:40,3,1,,,,,,,SAL,JAI,,LUI,,,BLE,BGN,ARA,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,570,0,12,0,0,249,0,0
07/abr.,ABR.,147,2802,4,SBTT,SBMN,-4.250,-69.93,-3.130,-3.130,18:40,21:55,03:15,4,1,03:05,,,,,,JAI,SAL,,LUI,,,BLE,BGN,ARA,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,2380,0,2,14,0,0,249,0
07/abr.,ABR.,148,2800,1,SBMN,ROTA,-3.130,-59.98,0.0,0.0,19:50,22:00,02:10,1,0,02:00,,,,,,LSA,ELM,,ROB,,,BOR,MMA,,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,,,8,,,1974,,
07/abr.,ABR.,148,2800,1,ROTA,SBBE,0.0,0.0,-1.400,-1.400,22:00,23:25,01:25,2,1,02:55,,SBBE,1,,,LSA,ELM,,ROB,,,BOR,MMA,,,,,69TV300,NOTURNO,,COMAE,PEO,SPMAS,FAB,2910,0,0,8,0,0,1974,0
08/abr.,ABR.,148,2800,2,SBBE,SBGL,-1.400,-48.45,-22.800,-22.800,12:45,19:05,06:20,1,1,06:10,,SBGL,1,,,ELM,LSA,,ROB,,,BOR,MMA,,,,,69TV300,DIURNO,,COMAE,PEO,SPMAS,FAB,4900,0,3,3,0,915,915,0
08/abr.,ABR.,149,2802,1,SBMN,SBBE,-3.130,-59.98,-1.400,-1.400,12:30,16:05,03:35,1,1,03:25,,SBBE,1,,,MDI,MPL,,RUD,,,ARA,MAR,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2800,1,12,12,0,55,55,0
08/abr.,ABR.,149,2802,2,SBBE,SBMN,-1.400,-48.45,-3.130,-3.130,19:30,22:35,03:05,2,1,02:55,,SBMN,1,,,MPL,MDI,,RUD,,,ARA,MAR,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2500,0,6,6,0,2056,2056,0
09/abr.,ABR.,150,2809,1,SBMN,SBMN,-3.130,-59.98,-3.130,-3.130,13:25,13:50,00:25,1,1,,,,,,,JOE,JAI,,RDZ,,,STE,,,,,,69TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,500,0,0,0,0,0,0,0
09/abr.,ABR.,151,2802,1,SBMN,SWKO,-3.130,-59.98,-4.131,-4.131,11:55,13:00,01:05,1,1,,,,,,,ABQ,MDO,,GAV,,,REG,ROM,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,915,4,6,6,0,3395,3395,0
