data,mes,om,anv,etapa,origem,destino,lat_origem,long_origem,lat_dest,long_dest,HORA_DEP,HORA_ARR,TEMPO_DE_VOO,SEGMTO,POUSOS,REAL,CAPOTA,LOCAL_1,QTD_1,LOCAL_2,QTD_2,1P,2P,NV,MC1,MC2,MC3,LM1,LM2,LM3,LM4,LM5,COM,MISSAO,D_N,OFRAG,ORGAO,PROGRAMA,SUBPROG,APLICACAO,COMB,OLEO,PAX_EMBARQ,PAX_DESEMB,PAX_LANCADO,CARGA_EMBARQ,CARGA_DESEMB,CARGA_LANCADA
01/out.,OUT.,327,2800,10,SBAF,SBAF,-22.880,-43.38,-22.880,-22.880,12:55,13:15,00:20,3,1,,,,,,,MDO,MLO,,RUD,,,RBS,FAB,,,,,50TVDI,DIURNO,,COMPREP,PMC-MB,,,300,0,32,2,30,0,0,0
01/out.,OUT.,327,2800,11,SBAF,SBAF,-22.880,-43.38,-22.880,-22.880,13:45,14:15,00:30,4,1,,,,,,,MLO,MDO,,RUD,,,RBS,FAB,,,,,50TVDI,DIURNO,,COMPREP,PMC-MB,,,500,0,29,1,28,0,0,0
01/out.,OUT.,328,2802,4,SBBV,SWUQ,2.840,-60.68,2.836,2.836,13:00,14:00,01:00,1,1,,,,,,,JAI,BEZ,,ROB,,,ADO,MMA,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,890,0,1,1,0,3000,3000,0
01/out.,OUT.,328,2802,5,SWUQ,SBBV,2.836,-63.65,2.840,2.840,14:45,15:40,00:55,1,2,,,,,,,JAI,BEZ,,ROB,,,ADO,MMA,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,810,0,1,1,0,0,0,0
01/out.,OUT.,328,2802,6,SBBV,SWUQ,2.840,-60.68,2.836,2.836,16:45,17:45,01:00,1,3,,,,,,,BEZ,JAI,,ROB,,,ADO,MMA,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,880,0,3,3,0,2935,2935,0
01/out.,OUT.,328,2802,7,SWUQ,SBBV,2.836,-63.65,2.840,2.840,18:25,19:20,00:55,1,4,,,,,,,BEZ,JAI,,ROB,,,ADO,MMA,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,800,0,0,0,0,0,0,0
01/out.,OUT.,330,2805,1,SBMN,SBTT,-3.130,-59.98,-4.250,-4.250,12:00,14:50,02:50,1,1,02:40,,SBTT,1,,,SAL,DMD,,LMA,,,VAN,MCI,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2300,0,6,6,0,3949,3949,0
01/out.,OUT.,330,2805,2,SBTT,SWEE,-4.250,-69.93,-4.524,-4.524,15:30,16:10,00:40,2,1,,,,,,,DMD,SAL,,LMA,,,VAN,MCI,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,725,0,1,1,0,4010,4010,0
01/out.,OUT.,330,2805,3,SWEE,SBTT,-4.524,-71.56,-4.250,-4.250,17:10,17:45,00:35,3,1,,,,,,,SAL,DMD,,LMA,,,VAN,MCI,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,600,0,3,1,0,1001,45,0
01/out.,OUT.,330,2805,4,SBTT,ROTA,-4.250,-69.93,0.0,0.0,19:25,21:25,02:00,4,0,01:55,,,,,,DMD,SAL,,LMA,,,VAN,MCI,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,,,7,,,34,,
01/out.,OUT.,330,2805,4,ROTA,SBMN,0.0,0.0,-3.130,-3.130,21:25,22:25,01:00,5,1,00:55,,SBMN,1,,,DMD,SAL,,LMA,,,VAN,MCI,,,,,69TVNO,NOTURNO,,COMAE,PEO,SPMAS,FAB,2295,0,0,9,0,0,990,0
02/out.,OUT.,328,2802,8,SBBV,SWBV,2.840,-60.68,4.004,4.004,12:40,13:50,01:10,1,1,00:40,,,,,,FVA,JAI,,LUI,,,WIL,MMA,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1040,3,9,9,0,3156,3156,0
02/out.,OUT.,328,2802,9,SWBV,SBBV,4.004,-64.50,2.840,2.840,14:50,16:10,01:20,2,1,01:00,,SBBV,1,,,FVA,JAI,,LUI,,,WIL,MMA,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1100,0,6,6,0,76,76,0
02/out.,OUT.,328,2802,10,SBBV,SWBV,2.840,-60.68,4.004,4.004,17:25,18:35,01:10,3,1,01:00,,,,,,JAI,FVA,,LUI,,,WIL,MMA,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1040,0,0,0,0,3540,3540,0
02/out.,OUT.,328,2802,11,SWBV,SBBV,4.004,-64.50,2.840,2.840,19:30,20:50,01:20,4,1,01:00,,SBBV,1,,,JAI,FVA,,LUI,,,WIL,MMA,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1100,0,0,0,0,15,15,0
02/out.,OUT.,333,2805,1,SBMN,SBTT,-3.130,-59.98,-4.250,-4.250,13:30,16:15,02:45,1,1,02:40,,SBTT,1,,,MQT,DMD,,LMA,,,MCI,MAR,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,EVAM,2280,3,6,0,0,0,0,0
02/out.,OUT.,333,2805,2,SBTT,SWEE,-4.250,-69.93,-4.524,-4.524,16:55,17:35,00:40,2,1,,,,,,,DMD,MQT,,LMA,,,MCI,MAR,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,EVAM,695,0,0,6,0,0,0,0
02/out.,OUT.,333,2805,3,SWEE,ROTA,-4.524,-71.56,0.0,0.0,19:25,21:50,02:25,3,0,02:20,,,,,,MQT,DMD,,LMA,,,MCI,MAR,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,EVAM,,,14,,,,,
02/out.,OUT.,333,2805,3,ROTA,SBMN,0.0,0.0,-3.130,-3.130,21:50,22:40,00:50,4,1,00:50,,SBMN,1,,,MQT,DMD,,LMA,,,MCI,MAR,,,,,69TVNO,NOTURNO,,COMAE,PEO,SPMAS,EVAM,2500,0,0,14,0,0,0,0
02/out.,OUT.,327,2800,12,SBAF,SBGL,-22.880,-43.38,-22.800,-22.800,13:10,13:25,00:15,1,1,,,,,,,CAV,CSI,,RUD,,,RBS,MTO,FAB,,,,69TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,300,4,9,0,0,166,0,0
02/out.,OUT.,327,2800,13,SBGL,SBBR,-22.800,-43.25,-15.870,-15.870,14:25,16:50,02:25,2,1,02:15,,SBBR,1,,,CAV,CSI,,RUD,,,RBS,MTO,FAB,,,,69TVDI,DIURNO,,COMPREP,PMC-MB,,,1800,0,2,2,0,452,0,0
02/out.,OUT.,327,2800,14,SBBR,ROTA,-15.870,-47.92,0.0,0.0,18:15,22:15,04:00,3,0,03:55,,,,,,CAV,CSI,,RUD,,,RBS,MTO,FAB,,,,69TVDI,DIURNO,,COMPREP,PMC-MB,,,,,0,,,0,,
02/out.,OUT.,327,2800,14,ROTA,SBMN,0.0,0.0,-3.130,-3.130,22:15,23:15,01:00,4,1,00:55,,SBMN,1,,,CAV,CSI,,RUD,,,RBS,MTO,FAB,,,,69TVNO,NOTURNO,,COMPREP,PMC-MB,,,3800,0,0,9,0,0,618,0
03/out.,OUT.,328,2802,12,SBBV,SWUQ,2.840,-60.68,2.836,2.836,13:15,14:15,01:00,1,1,00:50,,,,,,BEZ,FVA,,ROB,,,ADO,MAI,MMA,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,900,0,1,1,0,2507,2507,0
03/out.,OUT.,328,2802,13,SWUQ,SBBV,2.836,-63.65,2.840,2.840,15:25,16:20,00:55,2,1,00:45,,,,,,BEZ,FVA,,ROB,,,ADO,MAI,MMA,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,880,0,1,1,0,0,0,0
03/out.,OUT.,328,2802,14,SBBV,SWUQ,2.840,-60.68,2.836,2.836,17:15,18:20,01:05,3,1,00:55,,,,,,FVA,BEZ,,ROB,,,ADO,MMA,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,915,0,0,0,0,3000,3000,0
03/out.,OUT.,328,2802,15,SWUQ,SBBV,2.836,-63.65,2.840,2.840,19:35,20:30,00:55,4,1,00:45,,,,,,FVA,BEZ,,ROB,,,ADO,MMA,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,875,0,0,0,0,0,0,0
03/out.,OUT.,332,2805,1,SBMN,SBUA,-3.130,-59.98,-0.130,-0.130,12:40,14:55,02:15,1,1,02:05,,SBUA,1,,,ABQ,GBR,,GAV,,,STE,REG,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1750,2,2,2,0,2,2,0
04/out.,OUT.,331,2800,1,SBMN,SBTT,-3.130,-59.98,-4.250,-4.250,12:40,15:20,02:40,1,1,,,,,,,CAV,PBO,,RUD,DCP,,BOR,WND,MAR,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2350,4,0,0,0,3936,0,0
04/out.,OUT.,331,2800,2,SBTT,SWEE,-4.250,-69.93,-4.524,-4.524,16:15,16:50,00:35,2,1,,,,,,,CAV,PBO,,RUD,DCP,,BOR,WND,MAR,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,738,0,0,0,0,60,3996,0
04/out.,OUT.,331,2800,3,SWEE,SBTT,-4.524,-71.56,-4.250,-4.250,17:30,18:00,00:30,3,1,,,,,,,PBO,CAV,,RUD,DCP,,BOR,WND,MAR,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,557,0,0,0,0,0,0,0
04/out.,OUT.,331,2800,4,SBTT,SBMN,-4.250,-69.93,-3.130,-3.130,18:50,21:50,03:00,4,1,02:50,,,,,,PBO,CAV,,RUD,DCP,,BOR,WND,MAR,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2219,0,3,3,0,0,0,0
04/out.,OUT.,328,2802,16,SBBV,SWBV,2.840,-60.68,4.004,4.004,13:10,14:20,01:10,1,1,00:50,,,,,,BEZ,JAI,,LUI,,,WIL,MAI,MMA,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1040,0,1,1,0,824,824,0
04/out.,OUT.,328,2802,17,SWBV,SBBV,4.004,-64.50,2.840,2.840,14:50,16:00,01:10,2,1,01:00,,SBBV,1,,,BEZ,JAI,,LUI,,,WIL,MAI,MMA,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1040,3,1,1,0,16,16,0
04/out.,OUT.,334,2802,1,SBBV,SWUQ,2.840,-60.68,2.836,2.836,17:35,18:40,01:05,1,1,00:55,,,,,,JAI,BEZ,,ROB,,,ADO,MAI,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,985,0,6,6,0,1800,1800,0
04/out.,OUT.,334,2802,2,SWUQ,ROTA,2.836,-63.65,0.0,0.0,21:45,22:15,00:30,2,0,00:25,,,,,,JAI,BEZ,,ROB,,,ADO,MAI,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,,,6,,,,,
04/out.,OUT.,334,2802,2,ROTA,SBBV,0.0,0.0,2.840,2.840,22:15,22:40,00:25,3,1,00:20,,SBBV,1,,,JAI,BEZ,,ROB,,,ADO,MAI,,,,,69TVNO,NOTURNO,,COMAE,PEO,SPMAS,FAB,885,0,0,6,0,0,0,0
05/out.,OUT.,334,2802,3,SBBV,SBMN,2.840,-60.68,-3.130,-3.130,12:55,14:50,01:55,1,1,01:45,,SBMN,1,,,JAI,FVA,,LUI,,,WIL,MAI,MMA,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,1525,0,13,13,0,591,591,0
06/out.,OUT.,332,2805,2,SBUA,SBMN,-0.130,-66.98,-3.130,-3.130,17:40,20:00,02:20,1,1,02:10,,SBMN,1,,,SPR,LEL,,REI,,,STE,REG,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,2040,0,4,4,0,3074,3074,0
06/out.,OUT.,325,2803,15,SBUA,SWQE,-0.130,-66.98,1.085,1.085,13:45,14:50,01:05,1,1,,,,,,,ABQ,GBR,,GAV,,,BGN,ROM,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1020,0,3,3,0,4160,4160,0
06/out.,OUT.,325,2803,16,SWQE,SBUA,1.085,-69.84,-0.130,-0.130,15:55,17:00,01:05,2,1,00:55,,SBUA,1,,,GBR,ABQ,,GAV,,,BGN,ROM,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1020,0,2,2,0,84,84,0
06/out.,OUT.,325,2803,17,SBUA,SWSQ,-0.130,-66.98,1.700,1.700,18:30,19:30,01:00,3,1,,,,,,,ABQ,GBR,,GAV,,,BGN,ROM,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,925,0,14,14,0,3548,3548,0
06/out.,OUT.,325,2803,18,SWSQ,SBUA,1.700,-69.39,-0.130,-0.130,20:40,21:50,01:10,4,1,01:00,,SBUA,1,,,GBR,ABQ,,GAV,,,BGN,ROM,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1020,0,35,35,0,438,438,0
06/out.,OUT.,335,2802,1,SBMN,SBUA,-3.130,-59.98,-0.130,-0.130,12:15,14:35,02:20,1,1,02:10,,SBUA,1,,,CAV,JOE,,ALE,DNL,,BOR,LUS,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,1780,0,7,0,0,4842,80,0
06/out.,OUT.,335,2802,2,SBUA,SWEE,-0.130,-66.98,-4.524,-4.524,15:10,17:15,02:05,2,1,01:55,,,,,,CAV,JOE,,ALE,DNL,,BOR,LUS,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,1720,0,0,0,0,0,3849,0
06/out.,OUT.,335,2802,3,SWEE,SBTT,-4.524,-71.56,-4.250,-4.250,18:40,19:15,00:35,3,1,00:25,,SBTT,1,,,JOE,CAV,,ALE,DNL,,BOR,LUS,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,670,0,7,14,0,0,913,0
06/out.,OUT.,335,2802,4,SBTT,ROTA,-4.250,-69.93,0.0,0.0,20:20,22:00,01:40,4,0,,,,,,,JOE,CAV,,ALE,DNL,,BOR,LUS,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,,,,,,,,
06/out.,OUT.,335,2802,4,ROTA,SBMN,0.0,0.0,-3.130,-3.130,22:00,23:25,01:25,5,1,,,,,,,JOE,CAV,,ALE,DNL,,BOR,LUS,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2260,2,0,0,0,0,0,0
07/out.,OUT.,325,2803,19,SBUA,SWSQ,-0.130,-66.98,1.700,1.700,18:05,19:10,01:05,1,1,,,,,,,ABQ,GBR,,GAV,,,BGN,ROM,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,975,0,3,3,0,4174,4174,0
07/out.,OUT.,325,2803,20,SWSQ,SBUA,1.700,-69.39,-0.130,-0.130,20:05,21:10,01:05,2,1,00:55,,SBUA,1,,,GBR,ABQ,,GAV,,,BGN,ROM,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,975,0,1,1,0,94,94,0
07/out.,OUT.,336,2802,1,SBMN,SBBE,-3.130,-59.98,-1.400,-1.400,12:20,15:55,03:35,1,1,03:25,,SBBE,1,,,MPL,SAL,,ROB,ALX,,WIL,MAI,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2800,0,7,7,0,3154,3154,0
07/out.,OUT.,336,2802,2,SBBE,SBMN,-1.400,-48.45,-3.130,-3.130,18:05,21:20,03:15,2,1,03:05,,SBMN,1,,,SAL,MPL,,ROB,ALX,,WIL,MAI,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2500,0,5,5,0,3585,3585,0
08/out.,OUT.,337,2805,1,SBMN,SBMN,-3.130,-59.98,-3.130,-3.130,09:35,11:05,01:30,1,1,,,,,,,MDI,CSI,BRA,DNL,,,RBS,MTO,,,,,51TVDI/06TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,1512,0,0,0,0,160,0,160
08/out.,OUT.,325,2803,21,SBUA,SWMK,-0.130,-66.98,0.626,0.626,15:10,15:40,00:30,1,1,,,,,,,ABQ,GBR,,GAV,,,BGN,ROM,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,505,0,15,15,0,3254,3254,0
08/out.,OUT.,325,2803,22,SWMK,SBUA,0.626,-66.12,-0.130,-0.130,17:55,18:20,00:25,2,1,,,,,,,GBR,ABQ,,GAV,,,BGN,ROM,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,500,0,3,3,0,1000,1000,0
08/out.,OUT.,325,2803,23,SBUA,SBMN,-0.130,-66.98,-3.130,-3.130,19:40,22:00,02:20,3,1,02:10,,SBMN,1,,,ABQ,GBR,,GAV,,,BGN,ROM,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1800,0,19,19,0,1308,1308,0
08/out.,OUT.,338,2802,1,SBMN,SBTT,-3.130,-59.98,-4.250,-4.250,12:30,15:15,02:45,1,1,02:40,,SBTT,1,,,CAV,MDO,,REI,,,LUS,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2430,2,4,1,0,3139,71,0
08/out.,OUT.,338,2802,2,SBTT,SWEE,-4.250,-69.93,-4.524,-4.524,16:05,16:45,00:40,2,1,,,,,,,CAV,MDO,,REI,,,LUS,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,710,0,0,3,0,306,3374,0
08/out.,OUT.,338,2802,3,SWEE,SBTT,-4.524,-71.56,-4.250,-4.250,18:35,19:10,00:35,3,1,,,,,,,MDO,CAV,,REI,,,LUS,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,620,0,7,0,0,0,0,0
08/out.,OUT.,338,2802,4,SBTT,ROTA,-4.250,-69.93,0.0,0.0,19:50,22:20,02:30,4,1,02:25,,,,,,MDO,CAV,,REI,,,LUS,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,,,9,,,63,,
08/out.,OUT.,338,2802,4,ROTA,SBMN,0.0,0.0,-3.130,-3.130,22:20,23:00,00:40,5,1,00:35,,SBMN,1,,,MDO,CAV,,REI,,,LUS,ADO,,,,,69TVNO,NOTURNO,,COMAE,PEO,SPMAS,FAB,2570,0,0,16,0,0,63,0
09/out.,OUT.,339,2805,1,SBMN,SBUA,-3.130,-59.98,-0.130,-0.130,11:40,14:00,02:20,1,1,02:10,,SBUA,1,,,CAV,SPR,,LMA,ALX,,MAI,LCO,MIC,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2050,4,0,0,0,3464,3035,0
09/out.,OUT.,339,2805,2,SBUA,SBYA,-0.130,-66.98,0.610,0.610,15:15,15:55,00:40,2,1,00:30,,,,,,SPR,CAV,,LMA,ALX,,MAI,LCO,MIC,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,625,0,8,8,0,1960,2389,0
09/out.,OUT.,339,2805,3,SBYA,SBUA,0.610,-69.20,-0.130,-0.130,17:40,18:20,00:40,3,1,00:30,,SBUA,1,,,CAV,SPR,,LMA,ALX,,MAI,LCO,MIC,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,625,0,2,2,0,4118,4118,0
09/out.,OUT.,339,2805,4,SBUA,SBMN,-0.130,-66.98,-3.130,-3.130,19:00,21:20,02:20,4,1,02:10,,SBMN,1,,,SPR,CAV,,LMA,ALX,,MAI,LCO,MIC,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2000,0,1,1,0,430,430,0
10/out.,OUT.,340,2802,1,SBMN,SBBE,-3.130,-59.98,-1.400,-1.400,12:00,15:20,03:20,1,1,03:10,,SBBE,1,,,CSI,SAL,,GAV,,,LCO,VAN,MAR,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2690,4,2,2,0,1614,1614,0
10/out.,OUT.,340,2802,2,SBBE,SBMN,-1.400,-48.45,-3.130,-3.130,16:55,20:20,03:25,2,1,03:15,,SBMN,1,,,SAL,CSI,,GAV,,,LCO,VAN,MAR,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2690,0,5,5,0,3543,3543,0
12/out.,OUT.,344,2805,1,SBMN,SBMN,-3.130,-59.98,-3.130,-3.130,13:30,14:10,00:40,1,1,,,,,,,MDO,MPL,,REI,,,MAR,,,,,,17TEDI,DIURNO,,COMPREP,PRPO,SESQAE,,650,0,0,0,0,0,0,0
13/out.,OUT.,342,2803,1,SBMN,SBMN,-3.130,-59.98,-3.130,-3.130,14:20,14:40,00:20,1,1,00:10,,SBMN,1,,,HON,CSI,,RCO,,,MAI,FAB,,,,,69TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,450,2,1,0,0,100,0,0
13/out.,OUT.,342,2803,2,SBMN,SBBV,-3.130,-59.98,2.840,2.840,16:50,18:40,01:50,2,1,01:40,,SBBV,1,,,HON,CSI,,RCO,,,MAI,FAB,,,,,69TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,1495,0,0,1,0,0,100,0
13/out.,OUT.,342,2803,3,SBBV,SBBV,2.840,-60.68,2.840,2.840,20:00,21:00,01:00,3,4,,,,,,,PBO,HON,,RCO,,,FAB,,,,,,01TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,800,0,0,0,0,0,0,0
13/out.,OUT.,342,2803,4,SBBV,SBBV,2.840,-60.68,2.840,2.840,21:15,21:45,00:30,4,4,,,,,,,MPL,JAI,,RCO,,,FAB,,,,,,01TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,450,0,0,0,0,0,0,0
13/out.,OUT.,342,2803,5,SBBV,SBBV,2.840,-60.68,2.840,2.840,21:45,22:05,00:20,5,2,,,,,,,ABQ,JAI,,RCO,,,FAB,,,,,,01TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,350,0,0,0,0,0,0,0
13/out.,OUT.,343,2805,1,SBMN,SBBV,-3.130,-59.98,2.840,2.840,20:05,21:55,01:50,1,1,,,,,,,SAL,ELM,,RUD,DCP,,MOA,WIL,VAN,LCO,ROM,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,AOE,1537,0,2,2,0,326,0,0
14/out.,OUT.,343,2805,2,SBBV,SWUQ,2.840,-60.68,2.836,2.836,14:25,15:20,00:55,1,1,00:20,,,,,,JOE,ELM,,RCO,LUI,,MOA,ROM,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,AOE,865,2,2,2,0,2556,2556,0
14/out.,OUT.,343,2805,3,SWUQ,SBBV,2.836,-63.65,2.840,2.840,18:05,19:05,01:00,2,1,00:30,,SBBV,1,,,JOE,ELM,,RCO,LUI,,MOA,ROM,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,AOE,950,0,0,0,0,0,0,0
14/out.,OUT.,342,2803,6,SBBV,SWBV,2.840,-60.68,4.004,4.004,14:15,15:20,01:05,1,1,,,,,,,MOR,FVA,,LMA,DCP,,LCO,MAI,REG,,,,69TVDI,DIURNO,,V2,,,,1050,0,0,0,0,0,0,0
14/out.,OUT.,342,2803,7,SWBV,SWBV,4.004,-64.50,4.004,4.004,15:30,15:40,00:10,2,1,,,,,,,MOR,FVA,,LMA,DCP,,LCO,MAI,REG,,,,01TTDI,DIURNO,,V2,,,,125,0,0,0,0,0,0,0
14/out.,OUT.,342,2803,8,SWBV,SWBV,4.004,-64.50,4.004,4.004,15:45,16:05,00:20,3,2,,,,,,,WSE,FVA,,LMA,DCP,,LCO,MAI,REG,,,,01TTDI,DIURNO,,V2,,,,195,0,0,0,0,0,0,0
14/out.,OUT.,342,2803,9,SWBV,SWBV,4.004,-64.50,4.004,4.004,16:15,16:35,00:20,4,2,,,,,,,PBO,FVA,,LMA,DCP,,LCO,MAI,REG,,,,01TTDI,DIURNO,,COMPREP,PRPO,SPREP,PME C-105,220,0,0,0,0,0,0,0
14/out.,OUT.,342,2803,10,SWBV,SWBV,4.004,-64.50,4.004,4.004,16:40,16:55,00:15,5,2,,,,,,,HON,FVA,,LMA,DCP,,LCO,MAI,REG,,,,01TTDI,DIURNO,,COMPREP,PRPO,SPREP,PME C-105,215,0,0,0,0,0,0,0
14/out.,OUT.,342,2803,11,SWBV,SBBV,4.004,-64.50,2.840,2.840,17:00,18:15,01:15,6,1,01:00,,SBBV,1,,,MOR,WSE,,LMA,DCP,,LCO,MAI,REG,,,,69TVDI,DIURNO,,V2,,,,1150,0,0,0,0,0,0,0
15/out.,OUT.,343,2805,4,SBBV,SWUQ,2.840,-60.68,2.836,2.836,13:30,14:35,01:05,1,1,00:30,,,,,,ELM,JOE,,RCO,LUI,,MOA,WIL,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,AOE,890,0,6,6,0,2640,2640,0
15/out.,OUT.,343,2805,5,SWUQ,SBBV,2.836,-63.65,2.840,2.840,16:20,17:20,01:00,2,1,00:30,,SBBV,1,,,ELM,JOE,,RCO,LUI,,MOA,WIL,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,AOE,850,0,9,9,0,0,0,0
15/out.,OUT.,343,2805,6,SBBV,SWUQ,2.840,-60.68,2.836,2.836,18:05,19:15,01:10,3,1,,,,,,,JOE,ELM,,RCO,,,MOA,REG,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,AOE,850,0,6,6,0,2352,2352,0
15/out.,OUT.,343,2805,7,SWUQ,SBBV,2.836,-63.65,2.840,2.840,21:10,22:05,00:55,4,1,,,,,,,JOE,ELM,,RCO,,,MOA,REG,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,AOE,800,0,5,5,0,60,60,0
15/out.,OUT.,342,2803,12,SBBV,SWBV,2.840,-60.68,4.004,4.004,13:10,14:15,01:05,1,1,,,,,,,MOR,WSE,,LMA,DCP,,LCO,STE,FAB,,,,69TVDI,DIURNO,,V2,,,,1040,2,0,0,0,2407,2407,0
15/out.,OUT.,342,2803,13,SWBV,SWBV,4.004,-64.50,4.004,4.004,15:35,15:50,00:15,2,2,,,,,,,AMO,WSE,,LMA,DCP,,LCO,STE,FAB,,,,01TTDI,DIURNO,,V2,,,,250,0,0,0,0,268,0,0
15/out.,OUT.,342,2803,14,SWBV,SWBV,4.004,-64.50,4.004,4.004,15:55,16:20,00:25,3,2,,,,,,,LEO,WSE,,LMA,DCP,,LCO,STE,FAB,,,,01TTDI,DIURNO,,V2,,,,280,0,0,0,0,0,0,0
15/out.,OUT.,342,2803,15,SWBV,SWBV,4.004,-64.50,4.004,4.004,16:30,16:45,00:15,4,2,,,,,,,GOM,WSE,,LMA,DCP,,LCO,STE,FAB,,,,01TTDI,DIURNO,,V2,,,,240,0,0,0,0,0,0,0
15/out.,OUT.,342,2803,16,SWBV,SBBV,4.004,-64.50,2.840,2.840,17:00,18:10,01:10,5,1,01:00,,SBBV,1,,,WSE,AMO,,LMA,DCP,,LCO,STE,FAB,,,,69TVDI,DIURNO,,V2,,,,1080,0,2,2,0,0,268,0
15/out.,OUT.,342,2803,17,SBBV,SWUQ,2.840,-60.68,2.836,2.836,19:05,21:40,02:35,6,6,,,,,,,PBO,JAI,,RUD,,,STE,FAB,,,,,69TVDI/01TVDI,DIURNO,,COMPREP,PRPO,SPREP,PME C-105,2000,0,0,0,0,0,0,0
